Order ID,Order Date,Ship Date,Customer ID,Product ID,Sales,Quantity,Profit,Shipping Cost,Discount,Order Priority,Ship Mode
MX-2014-LB1679598-41933,2014-10-21,2014-10-25,LB-1679598,FUR-FU-4036,64.26,3,-33.24,4.541,0.4,High,Standard Class
RO-2012-AB10060107-41223,2012-11-10,2012-11-13,AB-10060107,OFF-AR-3531,18.87,1,4.71,4.54,0,Critical,First Class
IT-2015-AR10345139-42116,2015-04-22,2015-04-23,AR-10345139,OFF-BI-2915,17.55,5,0,4.54,0.5,High,First Class
IN-2014-AG1076559-41802,2014-06-12,2014-06-18,AG-1076559,FUR-FU-6244,62.06,2,3.38,4.54,0.27,Medium,Standard Class
TU-2013-AG765134-41458,2013-07-03,2013-07-08,AG-765134,TEC-PH-3816,55.91,1,-36.34,4.54,0.6,Medium,Standard Class
ES-2013-AO1081045-41492,2013-08-06,2013-08-13,AO-1081045,OFF-AR-3532,57.42,3,12.6,4.54,0,Medium,Standard Class
IN-2013-AF10885144-41542,2013-09-25,2013-09-29,AF-10885144,FUR-FU-6259,46.6,4,-7.76,4.54,0.27,High,Standard Class
ES-2012-BD1177045-41159,2012-09-07,2012-09-13,BD-1177045,OFF-ST-4253,50.63,3,20.21,4.54,0.1,Low,Standard Class
ES-2015-CD1228048-42328,2015-11-20,2015-11-26,CD-1228048,OFF-BI-3727,100.26,2,21,4.54,0,Medium,Standard Class
ID-2015-DW135857-42230,2015-08-14,2015-08-18,DW-135857,OFF-SU-6170,69.48,10,-38.22,4.54,0.4,Medium,Standard Class
CA-2013-KN16390140-41507,2013-08-21,2013-08-25,KN-163901406,FUR-FU-6235,25.98,1,-3.9,2.18,0.2,High,Standard Class
ES-2013-ES14080139-41388,2013-04-24,2013-04-29,ES-14080139,OFF-FA-6196,28.2,4,-24.84,4.54,0.5,High,Standard Class
ID-2014-FP143207-41690,2014-02-20,2014-02-25,FP-143207,FUR-FU-5737,43.9,1,18.04,4.54,0.1,Medium,Standard Class
ID-2013-GZ14545130-41605,2013-11-27,2013-12-01,GZ-14545130,OFF-SU-2993,81.95,3,-57.28,4.54,0.47,High,Second Class
AO-2014-IG50854-41937,2014-10-25,2014-10-29,IG-50854,FUR-CH-5366,48.45,1,12.09,4.54,0,High,Second Class
CA-2013-KN16390140-41507,2013-08-21,2013-08-25,KN-163901406,OFF-BI-2905,12.83,2,-8.98,1.81,0.7,High,Standard Class
CA-2013-KN16390140-41338,2013-03-05,2013-03-09,KN-163901406,TEC-AC-6072,10.31,1,-1.29,1.73,0.2,Medium,Standard Class
IN-2015-JF1535558-42335,2015-11-27,2015-11-29,JF-1535558,OFF-BI-2918,26.82,3,6.12,4.54,0,High,Second Class
IT-2015-JA1597091-42126,2015-05-02,2015-05-06,JA-1597091,OFF-PA-4147,81.53,5,-39.23,4.54,0.5,Medium,Standard Class
BO-2014-KH636013-41859,2014-08-08,2014-08-12,KH-636013,OFF-SU-4990,46.77,1,20.1,4.54,0,High,Standard Class
RO-2014-KW6570107-41800,2014-06-10,2014-06-16,KW-6570107,FUR-CH-5372,56.34,1,16.89,4.54,0,Medium,Standard Class
EG-2012-LC688538-41220,2012-11-07,2012-11-11,LC-688538,OFF-PA-6623,53.04,4,16.92,4.54,0,Medium,Standard Class
TU-2012-LO7170134-41268,2012-12-25,2012-12-29,LO-7170134,OFF-ST-6032,51.36,1,-41.1,4.54,0.6,Medium,Second Class
ID-2015-MM1726078-42181,2015-06-26,2015-07-01,MM-1726078,OFF-SU-6177,144.27,3,54.81,4.54,0,Medium,Standard Class
ES-2013-MF1766545-41583,2013-11-05,2013-11-06,MF-1766545,FUR-CH-4697,151.04,2,13.4,4.54,0.1,Medium,First Class
ID-2012-SW2027592-40946,2012-02-07,2012-02-12,SW-2027592,TEC-CO-5990,285.12,2,-104.58,4.54,0.4,Medium,Standard Class
IT-2014-TW21025139-41991,2014-12-18,2014-12-22,TW-21025139,FUR-FU-5734,36.67,3,9.4,4.54,0.3,High,Second Class
IN-2012-TH211151-41003,2012-04-04,2012-04-09,TH-211151,OFF-AR-6117,76.14,3,14.4,4.54,0,Medium,Standard Class
IN-2015-TC2147559-42178,2015-06-23,2015-06-30,TC-2147559,OFF-LA-4694,44.22,9,-31.92,4.54,0.47,Medium,Standard Class
MX-2015-BS1136518-42231,2015-08-15,2015-08-21,BS-1136518,OFF-AR-3488,48.18,3,23.58,4.539,0,Medium,Standard Class
SF-2013-AM360117-41532,2013-09-15,2013-09-19,AM-360117,OFF-BI-6371,111.96,4,36.84,4.53,0,Medium,Second Class
IN-2012-AY1055558-41072,2012-06-12,2012-06-16,AY-1055558,OFF-AR-5912,51.03,3,16.83,4.53,0,High,Standard Class
ES-2013-BP1109545-41452,2013-06-27,2013-07-03,BP-1109545,OFF-ST-6059,88.13,2,34.25,4.53,0.1,Medium,Standard Class
ID-2013-BN11470144-41365,2013-04-01,2013-04-07,BN-11470144,TEC-AC-4152,41.69,2,-3.97,4.53,0.47,Low,Standard Class
IZ-2013-CK220561-41492,2013-08-06,2013-08-12,CK-220561,FUR-CH-5439,65.82,1,26.31,4.53,0,Medium,Standard Class
ES-2012-CC12370120-41266,2012-12-23,2012-12-28,CC-12370120,OFF-BI-4830,41.64,4,14.04,4.53,0,Medium,Standard Class
CA-2013-KN16390140-41338,2013-03-05,2013-03-09,KN-163901406,OFF-BI-3318,2.56,3,-1.79,1.15,0.7,Medium,Standard Class
CA-2015-KN16390140-42197,2015-07-12,2015-07-16,KN-163901404,OFF-LA-3201,8.67,3,4.07,1.11,0,High,Standard Class
ES-2015-HZ1495045-42283,2015-10-06,2015-10-12,HZ-1495045,OFF-BI-2881,59.16,2,10.02,4.53,0,Medium,Standard Class
SA-2013-JP5460110-41467,2013-07-12,2013-07-14,JP-5460110,OFF-FA-5482,22.68,2,10.86,4.53,0,Critical,Second Class
IT-2012-JR1570064-41059,2012-05-30,2012-06-04,JR-1570064,OFF-ST-4296,101.63,3,-25.45,4.53,0.4,Medium,Standard Class
IT-2014-LF1718562-41902,2014-09-20,2014-09-24,LF-1718562,OFF-BI-2881,29.58,2,-19.56,4.53,0.5,High,Second Class
GH-2013-MM792049-41516,2013-08-30,2013-09-05,MM-792049,OFF-ST-6281,108.42,2,22.74,4.53,0,Medium,Standard Class
EG-2015-NP870038-42178,2015-06-23,2015-06-30,NP-870038,OFF-SU-4326,42.3,1,6.33,4.53,0,Low,Standard Class
CA-2015-KN16390140-42116,2015-04-22,2015-04-24,KN-163901402,OFF-PA-6595,20.74,4,7.26,1.07,0.2,Medium,First Class
IN-2013-SC2023058-41515,2013-08-29,2013-09-02,SC-2023058,FUR-FU-5723,43.8,1,6.99,4.53,0,Medium,Standard Class
ES-2015-TS21205139-42309,2015-11-01,2015-11-03,TS-21205139,OFF-LA-5385,16.5,2,3.12,4.53,0,Critical,Second Class
ES-2012-YC2189545-41270,2012-12-27,2012-12-31,YC-2189545,OFF-LA-3320,36.72,3,13.95,4.53,0,Medium,Second Class
US-2015-PS1904598-42172,2015-06-17,2015-06-20,PS-1904598,OFF-EN-3109,25.31,3,-8.89,4.526,0.4,Medium,First Class
MX-2012-AF1087031-41208,2012-10-26,2012-10-30,AF-1087031,OFF-BI-3719,24.72,3,3.42,4.523,0,High,Standard Class
MX-2015-CJ1201031-42109,2015-04-15,2015-04-20,CJ-1201031,OFF-EN-5033,48.6,2,24.28,4.523,0,Medium,Standard Class
US-2015-KL165555-42284,2015-10-07,2015-10-11,KL-165555,OFF-AR-3538,31.97,3,-13.87,4.521,0.4,High,Standard Class
MX-2015-KM1672093-42262,2015-09-15,2015-09-20,KM-1672093,OFF-BI-2900,140.24,4,65.84,4.52,0,Medium,Second Class
US-2014-MG1787536-41907,2014-09-25,2014-09-30,MG-1787536,TEC-AC-3393,41.09,2,2.05,4.52,0.2,Medium,Second Class
MX-2014-RW1954039-41689,2014-02-19,2014-02-26,RW-1954039,OFF-BI-2917,34.32,6,9.24,4.52,0,Low,Standard Class
MX-2013-RA1988531-41556,2013-10-09,2013-10-13,RA-1988531,OFF-LA-3323,23.7,3,11.34,4.52,0,High,Standard Class
CA-2015-KB16405140-42251,2015-09-04,2015-09-07,KB-164051406,OFF-PA-6439,419.4,4,201.31,95.29,0,High,Second Class
IN-2014-CS121757-41810,2014-06-20,2014-06-25,CS-121757,OFF-AR-3467,141.43,9,23.44,4.52,0.1,Medium,Standard Class
ES-2015-CV1229548-42297,2015-10-20,2015-10-25,CV-1229548,OFF-AR-3552,97.2,2,41.76,4.52,0,Medium,Standard Class
ID-2015-CM123857-42208,2015-07-23,2015-07-25,CM-123857,OFF-AR-3498,40.82,3,13.55,4.52,0.1,High,Second Class
ML-2014-CL256579-41839,2014-07-19,2014-07-23,CL-256579,OFF-FA-6206,43.92,4,15.36,4.52,0,High,Standard Class
IN-2013-CR1262527-41552,2013-10-05,2013-10-08,CR-1262527,OFF-EN-5025,15.6,2,6.54,4.52,0,Critical,Second Class
CA-2015-KB16405140-42251,2015-09-04,2015-09-07,KB-164051406,FUR-CH-4419,181.76,2,-8.08,43.39,0.1,High,Second Class
SA-2015-EB3975110-42208,2015-07-23,2015-07-29,EB-3975110,TEC-PH-3817,138.57,1,45.72,4.52,0,Medium,Standard Class
NI-2014-GH448595-41984,2014-12-11,2014-12-16,GH-448595,OFF-SU-2988,48.71,6,-74.77,4.52,0.7,Medium,Standard Class
ES-2012-GT14710120-41198,2012-10-16,2012-10-23,GT-14710120,OFF-ST-4029,38.66,4,11.54,4.52,0.1,Low,Standard Class
SA-2013-GP4740110-41405,2013-05-11,2013-05-16,GP-4740110,OFF-AP-4950,98.85,1,34.59,4.52,0,Medium,Standard Class
IN-2013-HH1501066-41553,2013-10-06,2013-10-10,HH-1501066,OFF-FA-3069,74.79,9,5.13,4.52,0,Medium,Standard Class
AO-2014-JP54604-41983,2014-12-10,2014-12-15,JP-54604,OFF-FA-6198,55.92,4,10.56,4.52,0,Medium,Standard Class
CA-2013-KB16405140-41598,2013-11-20,2013-11-25,KB-164051404,OFF-AR-5313,119.04,6,30.95,19.79,0,High,Standard Class
CA-2015-KB16405140-42251,2015-09-04,2015-09-07,KB-164051406,FUR-CH-5444,90.8,1,14.12,16.17,0.1,High,Second Class
ES-2014-LD1700534-41653,2014-01-14,2014-01-16,LD-1700534,OFF-BI-3714,28.8,2,-2.88,4.52,0.5,High,First Class
IT-2014-LT1711091-41803,2014-06-13,2014-06-19,LT-1711091,TEC-AC-5115,72.45,2,-57.99,4.52,0.5,Medium,Standard Class
IN-2012-ME1732092-41059,2012-05-30,2012-06-02,ME-1732092,OFF-LA-5387,65.16,6,32.58,4.52,0,High,First Class
ES-2015-NP18325120-42196,2015-07-11,2015-07-13,NP-18325120,OFF-SU-4975,94.05,3,20.61,4.52,0,High,Second Class
CA-2015-KB16405140-42252,2015-09-05,2015-09-06,KB-164051404,TEC-PH-4887,43.18,3,15.11,5.8,0.2,Medium,First Class
ES-2015-SW20275139-42249,2015-09-02,2015-09-08,SW-20275139,FUR-FU-3030,61.11,2,0.87,4.52,0.3,Medium,Standard Class
CA-2013-KB16405140-41598,2013-11-20,2013-11-25,KB-164051404,FUR-FU-4054,22.14,3,6.42,2.59,0,High,Standard Class
IN-2013-SV2093558-41371,2013-04-07,2013-04-12,SV-2093558,OFF-ST-6229,33.96,2,5.04,4.52,0,High,Standard Class
MX-2015-PM1894036-42147,2015-05-23,2015-05-25,PM-1894036,OFF-LA-4640,20.5,3,7.66,4.519,0.2,High,First Class
US-2015-JF1549082-42304,2015-10-27,2015-11-01,JF-1549082,FUR-CH-5452,48.91,1,-5.51,4.516,0.2,Medium,Standard Class
MX-2014-JM1586582-41888,2014-09-06,2014-09-06,JM-1586582,OFF-SU-6168,44,4,3.52,4.516,0,High,Same Day
MX-2015-NS1850528-42059,2015-02-24,2015-02-27,NS-1850528,TEC-AC-5860,26.36,1,8.16,4.513,0,High,First Class
US-2014-AG1076518-41887,2014-09-05,2014-09-12,AG-1076518,OFF-AR-6128,50.78,4,-15.3,4.512,0.6,Medium,Standard Class
MX-2014-DJ1342039-41647,2014-01-08,2014-01-13,DJ-1342039,OFF-ST-5686,79.9,5,31.9,4.511,0,High,Standard Class
IN-2012-BD11560113-40939,2012-01-31,2012-02-05,BD-11560113,OFF-BI-6372,113.4,4,55.56,4.51,0,Medium,Standard Class
ES-2014-CM11815120-41675,2014-02-05,2014-02-12,CM-11815120,OFF-PA-4183,46.17,3,0,4.51,0,Low,Standard Class
CA-2015-KB16405140-42251,2015-09-04,2015-09-07,KB-164051406,OFF-AR-5632,5.56,2,2.22,1.91,0,High,Second Class
ES-2014-CM12190139-41797,2014-06-07,2014-06-10,CM-12190139,OFF-BI-4811,44.82,3,3.96,4.51,0,High,Second Class
ES-2013-DG13300120-41626,2013-12-18,2013-12-22,DG-13300120,OFF-LA-6037,35.52,4,0.24,4.51,0,Medium,Second Class
RS-2015-HE4800108-42041,2015-02-06,2015-02-10,HE-4800108,FUR-CH-4626,47.64,1,10.47,4.51,0,Medium,Standard Class
ID-2015-JK1537059-42348,2015-12-10,2015-12-15,JK-1537059,OFF-BI-3249,47.43,5,17.13,4.51,0.17,High,Standard Class
ES-2014-KC16675139-41898,2014-09-16,2014-09-21,KC-16675139,OFF-EN-3654,63,4,28.32,4.51,0,Medium,Standard Class
ES-2014-LE16810120-41719,2014-03-21,2014-03-23,LE-16810120,OFF-AR-3533,40.26,2,10.44,4.51,0,Medium,Second Class
IT-2014-LC1687048-41875,2014-08-24,2014-08-29,LC-1687048,OFF-AR-3549,52.2,3,4.68,4.51,0,Medium,Standard Class
IN-2014-MG176957-42004,2014-12-31,2015-01-05,MG-176957,TEC-PH-5265,85.93,1,11.44,4.51,0.4,Medium,Standard Class
IN-2013-MW182357-41627,2013-12-19,2013-12-23,MW-182357,OFF-PA-4001,55.32,3,19.59,4.51,0.1,Medium,Standard Class
TU-2012-PM8940134-41130,2012-08-09,2012-08-14,PM-8940134,TEC-AC-5220,72.67,4,-40.01,4.51,0.6,Medium,Standard Class
IN-2014-PF19225102-41800,2014-06-10,2014-06-14,PF-19225102,OFF-LA-6056,30.36,8,-16.68,4.51,0.45,High,Standard Class
NI-2012-RH951095-41086,2012-06-26,2012-06-30,RH-951095,TEC-MA-5002,52.59,1,-73.62,4.51,0.7,Medium,Standard Class
ES-2014-RB1979548-41706,2014-03-08,2014-03-12,RB-1979548,OFF-AR-3451,113.58,6,45.36,4.51,0,Medium,Standard Class
CA-2015-KB16405140-42252,2015-09-05,2015-09-06,KB-164051404,OFF-PA-6584,12.96,2,6.22,1.72,0,Medium,First Class
ES-2015-SW2045545-42362,2015-12-24,2015-12-28,SW-2045545,OFF-BI-4825,55.92,8,27.36,4.51,0,Medium,Standard Class
CA-2013-KB16405140-41598,2013-11-20,2013-11-25,KB-164051404,TEC-AC-3086,13.98,2,6.01,1.08,0,High,Standard Class
IN-2015-TS212051-42173,2015-06-18,2015-06-22,TS-212051,OFF-LA-4529,64.5,5,22.5,4.51,0,Medium,Standard Class
MX-2013-AS1022518-41340,2013-03-07,2013-03-11,AS-1022518,OFF-PA-5886,104.1,5,37.4,4.509,0,Medium,Second Class
MX-2012-BP1105036-41040,2012-05-11,2012-05-15,BP-1105036,OFF-SU-4135,92.35,4,5.71,4.507,0.2,Medium,Standard Class
MX-2015-ZC2191082-42315,2015-11-07,2015-11-11,ZC-2191082,OFF-EN-3656,27.32,2,12.56,4.505,0,High,Standard Class
MX-2015-BF1117031-42350,2015-12-12,2015-12-14,BF-1117031,OFF-BI-4829,30.9,5,4,4.504,0,Medium,First Class
MX-2013-RD1972018-41636,2013-12-28,2014-01-02,RD-1972018,OFF-AR-3546,47.4,5,15.1,4.503,0,High,Standard Class
MX-2013-MG1769582-41285,2013-01-11,2013-01-18,MG-1769582,OFF-LA-4696,30.32,4,2.08,4.501,0,Low,Standard Class
US-2013-KE16420140-41471,2013-07-16,2013-07-19,KE-164201406,TEC-AC-4937,599.9,10,191.97,141.04,0,Medium,First Class
IT-2014-BS1159062-41998,2014-12-25,2014-12-29,BS-1159062,OFF-LA-4662,39.38,7,-25.31,4.5,0.5,High,Standard Class
JO-2015-DO343567-42274,2015-09-27,2015-10-02,DO-343567,TEC-AC-5133,46.53,1,19.98,4.5,0,Medium,Standard Class
IN-2015-EM139607-42343,2015-12-05,2015-12-10,EM-139607,OFF-SU-6175,46.02,2,0.9,4.5,0,High,Standard Class
IT-2015-IL15100124-42096,2015-04-02,2015-04-07,IL-15100124,OFF-ST-6060,72,3,-5.76,4.5,0.5,Medium,Standard Class
NI-2013-JF535595-41509,2013-08-23,2013-08-29,JF-535595,OFF-AR-3500,55.91,4,-102.61,4.5,0.7,Low,Standard Class
TU-2013-JS5595134-41551,2013-10-04,2013-10-09,JS-5595134,TEC-CO-4591,151.93,1,-182.33,4.5,0.6,Medium,Standard Class
IR-2012-JK562560-41139,2012-08-18,2012-08-23,JK-562560,FUR-FU-5734,69.84,4,33.48,4.5,0,Medium,Standard Class
ES-2014-JE1571545-41685,2014-02-15,2014-02-19,JE-1571545,OFF-FA-2951,48.33,3,15.93,4.5,0,Medium,Standard Class
ID-2015-KC166757-42367,2015-12-29,2016-01-02,KC-166757,OFF-PA-4159,53.46,3,19.53,4.5,0.1,Medium,Standard Class
CA-2012-KE16420140-41093,2012-07-03,2012-07-06,KE-164201404,OFF-PA-6494,177.54,4,62.14,34.66,0.2,Critical,First Class
IT-2014-LC1688545-41860,2014-08-09,2014-08-15,LC-1688545,FUR-CH-5758,53.84,1,6.56,4.5,0.1,Medium,Standard Class
IN-2014-LR1691558-41899,2014-09-17,2014-09-20,LR-1691558,OFF-FA-3075,27.42,2,3.54,4.5,0,High,First Class
IT-2015-LW1712591-42111,2015-04-17,2015-04-23,LW-1712591,FUR-CH-4698,157.98,4,-63.3,4.5,0.5,Medium,Standard Class
EG-2013-MC763538-41339,2013-03-06,2013-03-11,MC-763538,OFF-ST-4094,48.42,1,13.05,4.5,0,High,Standard Class
SO-2014-ML7755116-41648,2014-01-09,2014-01-16,ML-7755116,OFF-ST-6040,105.12,6,32.58,4.5,0,Low,Standard Class
IS-2013-MY829563-41460,2013-07-05,2013-07-07,MY-829563,OFF-BI-3734,41.04,6,8.46,4.5,0,High,First Class
IN-2013-NL1831092-41565,2013-10-18,2013-10-18,NL-1831092,OFF-AR-5924,22.2,2,3.96,4.5,0,High,Same Day
ES-2013-PM19135120-41595,2013-11-17,2013-11-19,PM-19135120,OFF-AR-3484,39.54,2,16.56,4.5,0,High,Second Class
NI-2014-SC1030595-41885,2014-09-03,2014-09-08,SC-1030595,OFF-AP-4950,59.31,2,-69.21,4.5,0.7,Medium,Standard Class
ES-2014-SS2041048-41802,2014-06-12,2014-06-17,SS-2041048,FUR-FU-4074,50.4,2,19.14,4.5,0,Medium,Second Class
TU-2015-VW11775134-42312,2015-11-04,2015-11-09,VW-11775134,OFF-LA-4639,40.42,8,-58.7,4.5,0.6,High,Standard Class
MX-2013-CL1270082-41482,2013-07-27,2013-08-01,CL-1270082,OFF-SU-6162,65.34,3,9.78,4.497,0,Medium,Standard Class
MX-2015-EM1420082-42161,2015-06-06,2015-06-13,EM-1420082,OFF-LA-3300,45.36,6,4.92,4.491,0,Low,Standard Class
SF-2013-AS10090117-41586,2013-11-08,2013-11-13,AS-10090117,OFF-ST-5686,47.94,2,0.9,4.49,0,High,Standard Class
IN-2013-AR1051058-41397,2013-05-03,2013-05-09,AR-1051058,OFF-EN-3654,78.75,5,17.25,4.49,0,Medium,Standard Class
ID-2015-BP11095102-42150,2015-05-26,2015-05-30,BP-11095102,OFF-PA-3992,58.41,4,2.01,4.49,0.45,Medium,Second Class
ES-2012-BV11245139-41061,2012-06-01,2012-06-06,BV-11245139,OFF-PA-5868,57.02,3,3.74,4.49,0.1,High,Standard Class
IR-2013-CP208560-41521,2013-09-04,2013-09-08,CP-208560,OFF-LA-3261,44.76,4,5.28,4.49,0,High,Standard Class
ZA-2014-DB3210147-41741,2014-04-12,2014-04-15,DB-3210147,OFF-AR-5925,20.47,6,-32.09,4.49,0.7,High,First Class
IN-2012-JG1516027-41075,2012-06-15,2012-06-20,JG-1516027,OFF-SU-4125,52.5,5,5.7,4.49,0,Medium,Second Class
US-2012-KE16420140-41067,2012-06-07,2012-06-11,KE-164201408,FUR-CH-6016,170.35,3,10.65,13.11,0.2,Medium,Standard Class
TU-2014-JS5940134-41803,2014-06-13,2014-06-17,JS-5940134,OFF-BI-6384,39.17,2,-23.53,4.49,0.6,High,Second Class
MZ-2013-KS630087-41515,2013-08-29,2013-08-30,KS-630087,OFF-AR-6123,22.62,2,1.98,4.49,0,Medium,First Class
CA-2015-KE16420140-42322,2015-11-14,2015-11-20,KE-164201402,FUR-BO-3651,206,3,-27.26,11.97,0.32,Medium,Standard Class
ID-2015-KH1669059-42134,2015-05-10,2015-05-14,KH-1669059,OFF-SU-2996,52.28,2,-23.68,4.49,0.47,Medium,Standard Class
ZA-2015-LS6975146-42077,2015-03-14,2015-03-16,LS-6975146,OFF-BI-6379,29.04,2,1.14,4.49,0,Critical,First Class
ID-2015-LS172007-42133,2015-05-09,2015-05-11,LS-172007,TEC-AC-3380,26.06,1,-10,4.49,0.4,High,First Class
ES-2015-MO1795048-42313,2015-11-05,2015-11-11,MO-1795048,OFF-FA-6204,58.97,6,18.29,4.49,0.1,Medium,Standard Class
IN-2012-MC1813058-41184,2012-10-02,2012-10-08,MC-1813058,OFF-FA-3074,54.36,4,9.72,4.49,0,Medium,Standard Class
MO-2015-PO919586-42264,2015-09-17,2015-09-21,PO-919586,OFF-EN-3089,58.56,4,19.8,4.49,0,Medium,Standard Class
SF-2015-PW9240117-42250,2015-09-03,2015-09-05,PW-9240117,OFF-AR-3448,53.97,1,18.33,4.49,0,High,Second Class
TU-2014-SK9990134-41942,2014-10-30,2014-11-05,SK-9990134,TEC-PH-5247,69.86,1,-52.42,4.49,0.6,Medium,Standard Class
CA-2012-KE16420140-41001,2012-04-02,2012-04-07,KE-164201404,TEC-AC-5109,159.98,2,57.59,9.63,0,Medium,Standard Class
ES-2014-SE2011045-41808,2014-06-18,2014-06-23,SE-2011045,OFF-BI-4809,68.25,5,9.45,4.49,0,Medium,Standard Class
ES-2014-SS20410125-41923,2014-10-11,2014-10-15,SS-20410125,OFF-LA-4679,31.95,3,1.53,4.49,0,High,Standard Class
CA-2014-KE16420140-41908,2014-09-26,2014-09-30,KE-164201404,OFF-PA-5673,60.05,9,22.52,7.47,0.2,High,Standard Class
ES-2013-TN21040139-41313,2013-02-08,2013-02-12,TN-21040139,OFF-EN-3657,41.55,5,3.3,4.49,0,High,Standard Class
ID-2014-VW2177559-42001,2014-12-28,2015-01-02,VW-2177559,OFF-SU-2993,54.63,2,-38.19,4.49,0.47,Medium,Standard Class
MX-2012-CS1195036-41145,2012-08-24,2012-08-31,CS-1195036,OFF-BI-3247,60.34,9,12.82,4.489,0.2,Medium,Standard Class
MX-2014-ER1385539-41966,2014-11-23,2014-11-27,ER-1385539,OFF-BI-3258,65.6,2,14.4,4.488,0,High,Standard Class
MX-2015-VF2171582-42074,2015-03-11,2015-03-16,VF-2171582,FUR-FU-4075,40.42,4,2.02,4.485,0.4,Medium,Standard Class
MX-2014-CR12820143-41811,2014-06-21,2014-06-28,CR-12820143,OFF-SU-4974,83.16,6,5.52,4.484,0.4,Medium,Standard Class
US-2015-PJ190155-42286,2015-10-09,2015-10-09,PJ-190155,OFF-PA-4464,96.6,5,-33.9,4.481,0.4,Medium,Same Day
CA-2012-KE16420140-41093,2012-07-03,2012-07-06,KE-164201404,OFF-AP-4270,32.43,2,3.24,6.83,0.2,Critical,First Class
IN-2015-BE113357-42273,2015-09-26,2015-09-29,BE-113357,OFF-EN-4453,38.5,2,7.24,4.48,0.1,Medium,Second Class
TU-2012-BD1725134-40922,2012-01-14,2012-01-18,BD-1725134,OFF-SU-3001,73.92,4,-70.32,4.48,0.6,Medium,Standard Class
ID-2014-CD1228088-41669,2014-01-30,2014-02-04,CD-1228088,OFF-PA-5849,80.38,2,9.64,4.48,0.17,Medium,Standard Class
US-2013-KE16420140-41426,2013-06-01,2013-06-05,KE-164201402,OFF-PA-6481,42.24,10,13.2,4.67,0.2,Medium,Standard Class
IN-2015-DW131957-42363,2015-12-25,2015-12-29,DW-131957,TEC-AC-5131,39.72,1,9.69,4.48,0.1,Medium,Second Class
AO-2013-DK32254-41611,2013-12-03,2013-12-07,DK-32254,TEC-PH-3799,80.46,1,10.44,4.48,0,Medium,Standard Class
ES-2012-GB1457548-41269,2012-12-26,2012-12-28,GB-1457548,OFF-BI-6374,21.3,2,5.28,4.48,0,Critical,First Class
IR-2014-HA492060-41927,2014-10-15,2014-10-19,HA-492060,OFF-EN-4437,19.8,2,7.92,4.48,0,High,Second Class
ES-2015-JS15685139-42177,2015-06-22,2015-06-24,JS-15685139,OFF-BI-4825,20.97,3,10.26,4.48,0,High,First Class
RO-2014-KW6570107-41800,2014-06-10,2014-06-16,KW-6570107,OFF-FA-6208,54.6,4,17.4,4.48,0,Medium,Standard Class
IT-2015-MS17365104-42364,2015-12-26,2015-12-28,MS-17365104,OFF-BI-6405,20.43,6,-9.09,4.48,0.5,High,First Class
RS-2015-MH7455108-42153,2015-05-29,2015-05-30,MH-7455108,OFF-ST-6252,22.29,1,10.68,4.48,0,High,First Class
CA-2012-KE16420140-41001,2012-04-02,2012-04-07,KE-164201404,TEC-AC-4142,62.31,3,22.43,2.82,0,Medium,Standard Class
ES-2014-PN18775120-41968,2014-11-25,2014-11-27,PN-18775120,OFF-AR-6117,76.14,3,25.11,4.48,0,Medium,Second Class
CA-2014-KE16420140-41908,2014-09-26,2014-09-30,KE-164201404,OFF-BI-4354,5.02,1,-3.52,1.66,0.7,High,Standard Class
US-2013-KE16420140-41471,2013-07-16,2013-07-19,KE-164201406,OFF-PA-5597,80.88,3,39.63,1.64,0,Medium,First Class
IN-2015-RP198557-42337,2015-11-29,2015-12-03,RP-198557,TEC-AC-5129,53.08,2,7.06,4.48,0.1,Medium,Standard Class
NI-2013-SV1093595-41542,2013-09-25,2013-09-29,SV-1093595,TEC-PH-5351,41.34,1,-67.53,4.48,0.7,Medium,Standard Class
GH-2015-TT1107049-42332,2015-11-24,2015-11-28,TT-1107049,OFF-SU-6167,25.08,1,3,4.48,0,High,Second Class
HR-2015-TS1116030-42264,2015-09-17,2015-09-20,TS-1116030,OFF-ST-6252,22.29,1,10.68,4.48,0,Medium,First Class
ES-2014-TA2138545-41856,2014-08-05,2014-08-10,TA-2138545,OFF-AR-5918,70.56,3,1.35,4.48,0,Medium,Standard Class
TZ-2013-TG11640129-41399,2013-05-05,2013-05-05,TG-11640129,OFF-ST-4029,19.33,2,5.77,4.48,0.1,High,Same Day
IN-2015-VM216857-42146,2015-05-22,2015-05-28,VM-216857,OFF-EN-5039,47.68,2,1,4.48,0.1,Medium,Standard Class
ID-2014-VP21730144-41891,2014-09-09,2014-09-15,VP-21730144,OFF-SU-2984,45.64,3,-5.03,4.48,0.17,Medium,Standard Class
MX-2013-MC1810082-41569,2013-10-22,2013-10-26,MC-1810082,OFF-PA-4175,75.76,4,32.56,4.477,0,Medium,Second Class
MX-2015-RD1990018-42280,2015-10-03,2015-10-06,RD-1990018,OFF-FA-3074,18.12,2,7.76,4.477,0,High,First Class
US-2014-SW2027598-41641,2014-01-02,2014-01-05,SW-2027598,OFF-PA-6607,21.07,2,-4.57,4.477,0.4,Critical,Second Class
MX-2015-TS2165518-42270,2015-09-23,2015-09-29,TS-2165518,FUR-FU-6239,97.74,3,28.32,4.477,0,Medium,Standard Class
US-2012-GH1466598-41073,2012-06-13,2012-06-15,GH-1466598,OFF-LA-5384,29.05,9,-0.65,4.472,0.4,High,Second Class
